reference	verse	book
Esther 6:3	The king asked the servant, ["Did I(king) honor Mordecai [because Mordecai told me(king) about these two men]?"] The servant answered, ["You(king) did not honor Mordecai."]	Esther
Daniel 10:6	The body of this man was bright [like a valuable stone is bright]. The man's face looked like lightning. And the man's eyes looked like fire. The man's arms and the man's legs looked like shiny bronze. [When this man spoke] the man's voice was loud [like the voices of many people are loud].	Daniel
Matthew 5:19	(literal) So a person [who refuses [to obey even _modifiesOne one of the least important commands/commandments]] [and who teaches other people [those people should also refuse [to obey that command/commandment]]] will be called by God _implicitActiveAgent the least important person in the kingdom-B of heaven. (dynamic) So a person [who refuses [to obey even _implicit one of the least important commands/commandments]] [and who teaches other people [those people should also refuse [to obey that command/commandment]]] will be called by God _implicitActiveAgent the least important person among the people [whom God rules]. (literal) But a person [who obeys the commands/commandments] [and who teaches those commands/commandments to other people _implicit] will be called by God _implicitActiveAgent a great person in the kingdom-B of heaven. (dynamic) But a person [who obeys the commands/commandments] [and who teaches those commands/commandments to other people _implicit] will be called by God _implicitActiveAgent a great person among the people [whom God rules].	Matthew
Joshua 15:48	Yahweh also gave towns [that were in the mountains] to the tribe named Judah. So the tribe named Judah owned the towns named Shamir, Jattir, and Socoh.	Joshua
Nehemiah 13:23	In those days I(Nehemiah) also saw men [that were in the tribe named Judah] [and that married women [that were from Ashdod, Ammon, and Moab]].	Nehemiah
Nehemiah 3:12	Shallum [who was the son of Hallohesh] ruled half of a region of Jerusalem. Shallum repaired the next part of the wall. The daughters of Shallum helped [Shallum repair that part of the wall].	Nehemiah
Matthew 13:28	_paragraph That man answered, ["An enemy planted those plants/weeds."] _paragraph The servants asked that man, ["Do you(man) want us(servants) [to pull-out those plants/weeds from the field _implicit]?"]	Matthew
Genesis 26:19	So Isaac's servants dug a well in the valley [that was near Gerar]. There was water in that well.	Genesis
Titus 3:1	Paul (title) explains how [people should act [when those people are with people [who do not believe in Jesus Christ]]]. You(Titus) (imp) remind people [to respect rulers and other people [who have  authority]]. The people [who believe in Jesus Christ] should obey those people. And the people [who believe in Jesus Christ] should be ready [to do all kinds of good things].	Titus
2 Samuel 5:24	You(David) will hear a sound [that is in the tops of those trees]. That sound will sound like people [that are marching]. Then (imp) you(David) quickly attack the Philistines. I(Yahweh) am Yahweh.  And I(Yahweh) will go in front of you(David)[in order to defeat the Philistines' army]."	2_Samuel
Matthew 26:53	(yesrhetorical) Do you(followers) think [I(Jesus) am not able [to ask [my(Jesus's) Father to immediately send to me(Jesus) very many angels]]]? (statement) You(followers) should know [I(Jesus) am able [to ask [my(Jesus's) Father to immediately send to me(Jesus) very many angels]]].	Matthew
Acts 21:19	Paul greeted the leaders. And Paul reported to the leaders about all those things [which God did to the people [who are not Jews]].	Acts
Philemon 1:22	Other people (title) greet Philemon. You(Philemon) (imp) please also prepare a room [so that I(Paul) could stay in that room]. [Because you(Philemon) are praying for me(Paul)] I(Paul) hope [that God  will cause [me(Paul) to return to you(Philemon)]].	Philemon
2 John 1:5	So sister, I(John) say to you(sister) [that we(John) [who are Christians] should be loving each-other(people)]. This command is not a command [that you(sisters) never heard about earlier]. This command is a command [that we(John) knew about since the time [when we(John) started following Christ]].	2_John
Mark 16:8	(paragraph) Then those women left. And those women run-away from that hole/tomb. For those women were shaking [(implicit-situational) because those women were afraid]. And those women were confused. Those women did not say a thing-C [(implicit-situational) that was about these events] to people [because those women were afraid]. (footnote) In the oldest copies/manuscripts of the book of Mark, the end of Mark is at verse 8. But some old/ancient copies/manuscripts include verses 9 to 20. Some other copies/manuscripts include the following words after Mark 16:8. Those copies/manuscripts say the following words. "Then those women quickly told Peter and the people [who were with Peter] about all of the things [that the young man commanded [those women to tell Peter _implicit and the other followers/disciples _implicit]]. After-B all these things, Jesus sent Jesus's followers/disciples [so that those followers/disciples would teach-how [God _implicitNecessary will save people forever] to people _implicit [that are in every place [that is on earth]]]. That message is special/holy. And that message is always true. Amen."	Mark
Nehemiah 1:6	You(Yahweh) (imp) listen to me(Nehemiah). And you(Yahweh) (imp) look at me(Nehemiah). I(Nehemiah) am your(Yahweh's) servant. And I(Nehemiah) am praying to you(Yahweh) during the days and during the nights for the people of Israel. Those people are your(Yahweh's) servants. You(Yahweh) (imp) hear my(Nehemiah’s) prayer.  I(Nehemiah) admit/confess [that the people of Israel did bad things/sinned]. I(Nehemiah) and the family of my(Nehemiah's) father did bad things/sinned. We(Nehemiah) did not obey you(Yahweh).	Nehemiah
Mark 5:32	(paragraph) But Jesus continued looking at the people _implicit [who were around Jesus] [in-order-to see the person [who touched Jesus]].	Mark
Nahum 2:6	But soldiers will open the gates [that are near the river]. Then the palace will be destroyed by water.	Nahum
Mark 13:15	A person [who is on the roof of that person's house _implicit] must not leave that roof. And that person must not go into that person's house [in-order-to get a thing] . (implicit-situational) Instead that person must run-away quickly to the mountains.	Mark
Matthew 11:9	(yesrhetorical) Then-D did you(people) want [you(people) to see a prophet]? (statement) Instead, you(people) wanted [you(people) to see a prophet]. And I(Jesus) tell you(people) [John the Baptist is the most important prophet].	Matthew
Joshua 4:8	So the Israelites obeyed Joshua. The 12 men carried 12 stones from the middle of the Jordan River. Those men carried 12 stones [because Israel had 12 tribes]. The men obeyed Yahweh [who commanded Joshua [to get the stones]]. Those men put down the stones at the place [where the Israelites camped].	Joshua
Genesis 47:24	But [After you(people) harvest the grain] you(people) must give grain to the king. You(people) may keep grain  [that you(people) harvest].  You(people) (imp) use that grain [in order to plant crops in the king's fields].  And also you(people) (imp) feed your(people's) families with that grain."	Genesis
2 Samuel 22:11	God rode an angel/cherubim. And God flew.God flew with the wings of the wind.	2_Samuel
Matthew 10:21	_paragraph A man will betray a man’s _sameThingList brother [so that that brother would be killed by people _implicitActiveAgent]. And a father will betray a father’s _sameThingList child [so that that child would be killed by people _implicitActiveAgent]. Children will oppose/rebel children’s _sameThingList parents. And those children will cause [those parents to be killed by people _implicitActiveAgent].	Matthew
Daniel 8:15	[After I(Daniel), Daniel, had seen this vision] I(Daniel) tried [to understand the vision]. Then a person [who looked like a man] stood in front of me(Daniel).	Daniel
2 Samuel 24:1	(title) David counts David's soldiers. Yahweh became angry with the Israelites again. So Yahweh caused [David to do a foolish thing]. One day David said to David's officers, ["(imp) You(officers) go]. And (imp) you(officers) count all of the people [that are living in Israel and Judah]."	2_Samuel
Acts 21:8	On the next day, we(disciples) entered the ship. And we(disciples) traveled to the city named Caesarea. At that place, we(disciples) stayed in a house [which belonged to a man named Philip]. Philip's job was telling people about the Good News. Earlier, the apostles had chosen seven men to help the apostles. Philip was one of those seven men.	Acts
Joshua 21:13	So the tribe named Judah also gave the town named Hebron to Aaron's descendants. ( A person [who lived near Hebron] might accidentally kill another person. Then that person should run to Hebron. ) The tribe named Judah also gave the town named Libnah to Aaron's descendants.	Joshua
Joshua 15:17	So a man named Othniel defeated the people [who were living in that city].  Othniel was the son of Kenaz. Then Caleb allowed [Othniel to marry Caleb's daughter named Acsah].	Joshua
1 Samuel 12:11	So Yahweh sent Gideon, Barak, Jephthah, and Samuel. Then Yahweh saved you(Israelites) from your(Israelites’) enemies [who lived near you(Israelites)]. And you(Israelites) lived safely.  People (footnote) called Gideon ‘Jerub-Baal’.	1_Samuel
Genesis 41:26	The 7 good cows represent 7 years. and the 7 good plants also represent 7 years. These 2 dreams have the same meaning.	Genesis
Genesis 36:40	The following men were descendants of Esau.  These men were the leaders of the Edomites. These men were Timna, Alvah, and Jetheth.	Genesis
Joshua 6:22	[While the Israelites were running into the city] Joshua spoke to the 2 men/spies [who came to the city previously]. Joshua said to those 2 men, ["(imp) You(men) go into the woman's/prostitute's house]. And (imp) you(men) bring the woman/prostitute outside the city. And also (imp) you(men) bring all of the people [who are with the woman/prostitute] outside the city. We(people) promised the woman/prostitute [that we(people) will save the woman/prostitute and the woman's/prostitute's family]."	Joshua
Genesis 29:29	Laban also gave Laban's female slave named Bilhah to Rachel.	Genesis
1 Samuel 22:1	(title) David goes to Adullam and Mizpah. Then David left Gath. And David went to a cave [that was near Adullam]. David’s brothers and other relatives heard [that David was at that cave]. So David’s brothers and other relatives went to that cave [in-order-to see David].	1_Samuel
Matthew 24:22	_paragraph [Unless the Lord-A causes [those days to end-A quickly],] all people will die. (literal) But the Lord-A will cause [those days to end-A quickly] for the people [whom the Lord-A chose-B [to be the Lord's-A people]]. (dynamic) But the Lord-A will cause [those days to end-A quickly] [in order to help the people [whom the Lord-A chose-B [to be the Lord's-A people]]].	Matthew
1 Samuel 25:34	Yahweh is the God of Israel.  And Yahweh certainly lives. And Yahweh prevented [me(David) from hurting you(Abigail)]. [If you(Abigail) had not quickly come to me(David)], then I(David) would have killed all of the men [who are with Nabal] today."	1_Samuel
2 Samuel 22:23	I(David) remembered Yahweh's laws.    I(David) did not break Yahweh's laws/decrees.	2_Samuel
1 Samuel 17:39	Then David pick-up Saul's sword. And David tried [to walk]. But David was not able [to walk]. So David said to Saul, ["I(David) am not able [to fight] [because this armor is too heavy]]." So David take-off Saul's armor.	1_Samuel
Joshua 24:21	But the people said to Joshua, ["No!] We(people) will serve Yahweh."	Joshua
Genesis 32:3	At that time Jacob's brother named Esau was living in the region named Seir [which is in the country named Edom]. So Jacob sent some messengers to Esau.	Genesis
Acts 1:18	-CommentBegin Judas was paid money by priests [in order to do these things].  Then Judas bought a field.  But Judas fell down in that field.  And Judas' body burst. Then Judas' intestines came out from Judas' body.	Acts
Matthew 7:12	So you(people) (imp) always treat other _implicit people [just-like you(people) want [those people to treat you(people)]] . For this commandment/principle _inLDV contains the whole message of the religious _implicit laws/Law and the prophets.	Matthew
2 Samuel 15:21	But Ittai said to David, ["I(Ittai) will certainly stay with you(David)]. [If you(David) go to a place] then I(Ittai) will also go to that place. I(Ittai) will stay with you(David) [until I(Ittai) die]."	2_Samuel
Mark 12:11	The Lord-A did this thing. And we(people) see [this thing is wonderful]."" (footnote) You(people) (imp) see Psalms 118:22-23.	Mark
Nehemiah 7:55	The temple servants were also descendants of  Barkos, Sisera, and Temah.	Nehemiah
Genesis 32:11	Please you(God) (imp) protect me(Jacob) from my(Jacob's) brother named Esau. I(Jacob) am afraid [that Esau will kill me(Jacob) and my(Jacob's) people]. And Esau might kill the mothers and the children [that are with me(Jacob)].	Genesis
Acts 18:26	And Apollos began speaking about Jesus to people [who were in the Jewish church]. But when Priscilla and Aquila heard the things [that Apollos was saying], Priscilla and Aquila invited Apollos [to come to Priscilla and Aquila's home]. Priscilla and Aquila wanted [to help [Apollos to understand God's message more correctly]].	Acts
Genesis 21:5	Abraham was 100 years old [when Isaac was born].	Genesis
Nehemiah 12:8	The following men [who were in the tribe named Levi] returned to Judah _implicit. Jeshua, Binnui, Kadmiel, Sherebiah, Judah, and Mattaniah. Mattaniah and the people/Levites [who worked with Mattaniah] was the leader of the people [who sang [in order to thank God]].	Nehemiah
1 Samuel 1:18	Then Hannah said, ["I(Hannah) hope [that I(Hannah) always will please you(Eli)].]" Then Hannah left the tabernacle. And Hannah ate food. And Hannah was happy.	1_Samuel
1 Samuel 26:18	David also said, ["Why are you(Saul) chasing me(David)]? I(David) am your(Saul’s) servant.  Did I(David) sin? Did I(David) hurt you(Saul)?	1_Samuel
Nehemiah 3:9	A man named Rephaiah repaired the next part of the wall.  Rephaiah was the son of Hur.  Rephaiah ruled half of a region of Jerusalem.	Nehemiah
Genesis 1:24	And God said, ["Let many animals be on the earth.]  Let livestock, wild animals and small animals be."  Thus God created all the animals [that live on the earth.]	Genesis
Genesis 19:1	-Title Lot leaves Sodom. The 2 angels arrived in Sodom in the evening [while Lot was sitting near the city's gate]. [When Lot saw the 2 angels] Lot stand-up. and Lot went to the 2 angels. Then Lot bowed to the angels.	Genesis
Mark 1:1	John the Baptist (title) prepares people [so that those people would believe in Jesus]. (paragraph) The Good-News [that is about Jesus Christ [ who is God’s Son]] begins here.	Mark
1 Samuel 2:6	Yahweh causes [certain people to die]. But Yahweh also causes [certain people to live]. Yahweh brings certain people to the place [where people bury dead bodies]/grave. But Yahweh also causes [certain people to become alive again].	1_Samuel
Genesis 2:6	But water came from the ground.  This water flowed to all the places [that were on the earth].	Genesis
Genesis 30:9	Then Leah sent Leah's female slave named Zilpah to Jacob [because Leah was not able [to become pregnant again]]. And Jacob sexed Zilpah.	Genesis
Mark 8:11	(paragraph) Some _implicit Pharisees came to Jesus _implicit. And those Pharisees started to argue with Jesus. Those Pharisees wanted [to test Jesus]. Those Pharisees asked Jesus [Jesus to show to those Pharisees a sign-B [that was from heaven] [(implicit-situational) in-order-to prove Jesus's power came from God]].	Mark
Matthew 3:15	(paragraph) Jesus answered, ["You(John) (imp) agree [to baptize (implicit-situational) me(Jesus)] now]. We(Jesus) should do all of the good/righteous things [that God wants [us(Jesus) to do]]." Then John agreed [to baptize (implicit-situational) Jesus].	Matthew
1 Samuel 20:32	But Jonathan asked Jonathan's father, ["Why do you(Saul) want [to kill David]?]. Did David do a bad thing?"	1_Samuel
Mark 4:24	(paragraph) And Jesus said to the people, ["You(people) (imp) think/consider carefully about the things [that you(people) listen to]]. (literal) The cup [that you(people) measure things for other people _implicit with] will be the cup [that other people will measure things for you(people)]. (dynamic) [If you(people) listen carefully to the things [that I(Jesus) am teaching],] you(people) will understand the meaning of those things . (literal) And even _modifiesAdj more things will be given to you(people) by God _implicitActiveAgent . (dynamic) And you(people) will be able [to understand even _modifiesAdj more things].	Mark
1 Samuel 9:8	Then that servant said to Saul, ["I(servant) have 3 grams of silver]. I(servant) will give this silver to that man/prophet. Then that man/prophet might tell us(servant) about the donkeys."	1_Samuel
Matthew 3:7	(paragraph) (primary) John saw many Pharisees [who were coming [so that John would baptize those Pharisees]] and many Sadducees [who were coming [so that John would baptize those Sadducees]]. (meaning-1) John saw many Pharisees [who were coming to the place [that John was baptizing people _implicit at]] and many Sadducees [who were coming to the place [that John was baptizing people _implicit at]]. John said to those Pharisees and Sadducees, ["You(Pharisees), children of snakes, (rhetorical) who warned you(Pharisees) [to escape from God's anger/wrath ]]? ["You(Pharisees), children of snakes, (statement) you(Pharisees) (imp) do not think [that you(Pharisees) are able [to escape from God's anger/wrath] [(implicit-situational) if you(Pharisees) do not repent]]]. (footnote) John is saying [that the Pharisees and Sadducees are dangerous [just-like a snake is dangerous]].	Matthew
Mark 16:15	(paragraph) Then Jesus told those followers/disciples, ["You(followers) (imp) go to every place [that is on earth]]. And you(followers) (imp) tell/preach the Good-News to all people.	Mark
Esther 7:2	[While the king and Haman were drinking wine] the king said to Esther again, ["Queen Esther, what do you(Esther) want?] I(king) will give all of the things [that you(Esther) want] to you(Esther). I(king) will give half of my(king's) kingdom to you(Esther)."	Esther
Genesis 5:4	Adam lived for 800 years [after Seth was birthed].  Adam also had other children.	Genesis
Matthew 18:22	_paragraph Jesus answered, ["I(Jesus) do not tell-A you(Peter) [you(Peter) must forgive your(Peter's) friend/brother-D or your(Peter's) sister-D _implicit 7 times]]. Instead, I(Jesus) tell-B you(Peter) [ to forgive that friend/brother-D or that sister-D _implicit 77 times]. (footnote) Some people think [the Greek words mean 490 times ].	Matthew
Genesis 41:34	And you(king) should choose officers [who will collect grain from all the farmers [who live in Egypt] during the 7 good years]. [After a farmer harvests 100 liters of crops] those officers should take 20 liters of crops from that farmer.	Genesis
Joshua 11:7	So Joshua and Joshua's soldiers went quickly to the Waters-of-Merom.  And Joshua and Joshua’s soldiers attacked those armies.	Joshua
1 Samuel 14:23	So Yahweh saved the Israelites on that day. The Israelite soldiers (implicit-info) fought the Philistine soldiers for many hours. And the Israelites fought the Philistines near Beth-Aven.	1_Samuel
Matthew 22:14	_paragraph Then _implicit Jesus _implicitNecessary said _implicitNecessary, ["For many people are called by God _implicitActiveAgent]. But few people are chosen by God _implicitActiveAgent."	Matthew
2 Samuel 24:22	Araunah said to David, ["My(Araunah's) master and my(Araunah's) king, you(David) (imp) take all of the things [that you(David) want]]. (imp) You(David) take these oxen. You(David) may use these oxen [when you(David) give the gift/sacrifice to Yahweh]. And you(David) may also use these tools made of wood and these yokes [in order to make the fire]. You(David) (imp) give all of these things to Yahweh.	2_Samuel
Nehemiah 9:20	You(Yahweh) gave your(Yahweh’s) good Spirit to your(Yahweh’s) people [in order to teach your(Yahweh’s) people]. You(Yahweh) continued giving bread/manna to your(Yahweh’s) people [so that your(Yahweh’s) people could eat that bread/manna]. And you(Yahweh) gave water to your(Yahweh’s) people [so that those people would not become thirsty].	Nehemiah
Genesis 41:49	So Joseph stored much grain. People were not able [to measure the grain [that Joseph stored]] [because there was too much grain].	Genesis
Genesis 24:29	Rebekah had an older brother named Laban.  Laban ran to Abraham's servant [who was still at the spring].	Genesis
Matthew 21:10	_paragraph [When Jesus entered Jerusalem,] all _hyperbolic the people [who were in the city] were surprised/amazed. And those people asked the crowd _implicit [who was following-A Jesus], ["Who is this man?"]	Matthew
Genesis 4:8	Later Cain said to Cain's brother named Abel, ["You(Abel) (imp) come to the field with me(Cain)."]  So Cain and Abel went to the field.  Then Cain attacked Cain's brother named Abel.  And  Cain killed Abel.	Genesis
Genesis 48:17	[When Joseph saw [that Jacob put Jacob's right hand on Ephraim's head]] Joseph was upset. So Joseph tried [to move Jacob's right hand from Ephraim's head to Manasseh's head].	Genesis
Genesis 33:15	But Esau said, ["I(Esau) will leave several of my(Esau's) servants at this place with you(Jacob)]".  But Jacob said, ["Why (rhetorical-question) should you(Esau) leave your(Esau's) servants with me(Jacob)?]. You(Esau) (rhetorical-statement) should not leave your(Esau's) servants with me(Jacob). My(Jacob's) master, (imp) you(Esau) let [me(Jacob) please you(Esau)]."	Genesis
2 Samuel 23:26	Helez was from Palti.Ira was the son of Ikkesh. Ira was from Tekoa.	2_Samuel
Genesis 41:56	All the people [who lived in countries [that were near Egypt]] were very hungry also. Then Joseph began to sell grain to the people [who lived in Egypt].	Genesis
Esther 6:5	The king's servant said, ["Haman is in the courtyard."] The king said, ["You(servant) (imp) bring Haman to me(king)."]	Esther
2 Samuel 22:3	My(David's) God is my(David's) rock.  [When I(David) run to God] God protects me(David).   God is my(David's) shield.  And God is strong.  God protects me(David). God is my(David's) high tower [that I(David) am safe from my(David's) enemies in].  Yahweh saves me(David) from people [who want [to hurt me(David)]].	2_Samuel
Genesis 24:23	Then the servant asked Rebekah, ["Who is the father of you(Rebekah) father?] “May I(servant) and the men [who are traveling with me(servant)] sleep in the house of the father of you(Rebekah) tonight?”	Genesis
Genesis 19:13	We(angels) will destroy this city tomorrow. Yahweh heard [people complaining about the evil people [who live in this city]]. so Yahweh sent us(angels) [in-order-to destroy this city]."	Genesis
Genesis 8:15	Then God spoke to Noah.	Genesis
Genesis 18:8	[After the servant cooked the food] Abraham gave the food to the 3 men.  Abraham also gave milk to the 3 men. [While the 3 men ate the food] Abraham stood under the tree near the 3 men.	Genesis
Joshua 22:9	So the people [who were in the tribes named Reuben, Gad, and Manasseh] left the other Israelites. Those Israelites were at Shiloh [which is in Canaan]. And those people traveled toward Gilead. Gilead was the land [that Moses gave to those tribes]. Previously Yahweh commanded [Moses to give that land to those tribes].	Joshua
Esther 4:17	Then Mordecai left the gate of the king's palace. And Mordecai did all the things [that Esther told [Mordecai to do]].	Esther
1 Samuel 28:5	[When Saul saw the Philistines’ army] Saul became extremely afraid.	1_Samuel
Mark 15:31	Similarly the chief priests and the scribes were also laughing/mock at Jesus _implicitNecessary. Those people said to each-other(people) , ["This man saved-A other people from those people's deaths _implicit]. But this man is not able [to save-A this man _reflexive]!	Mark
Mark 5:18	(paragraph) [While Jesus was entering the boat] the man [who was previously controlled by unclean-B spirits] asked/beg Jesus [Jesus to let [that man go with Jesus]].	Mark
Esther 3:5	[When the officials told Haman [that Mordecai did not honor Haman]] Haman became very angry.	Esther
Jonah 2:8	Some people worship worthless idols. [Although God loves those people] those people do not love God.	Jonah
Genesis 4:23	Lamech said to Lamech's 2 wives, ["You(wives) (imp)  listen to me(Lamech)].  I(Lamech) killed a man [because the man wounded me(Lamech)].  I(Lamech) killed a young man [because the man hit me(Lamech)].	Genesis
Acts 19:33	Then the Jews pushed a man named Alexander to the front of the crowd [so that Alexander could speak to the crowd.] And Alexander waved Alexander's hand so that the people would stop talking]. Alexander wanted [to explain to those people [that the Jews did not do a bad thing].]	Acts
Joshua 22:33	[When the Israelites heard the report] the Israelites were pleased. And the Israelites praised God. And the Israelites did not fight the people [who were in the tribes named Reuben and Gad]. And the Israelites did not destroy the land [where those people were living].	Joshua
Mark 8:19	[When I(Jesus) broke 5 pieces/loaves of bread [in-order-to give food to 5000 men _implicitNecessary and many other people _implicit],] how-much-many baskets did you(followers) fill with the pieces [(implicit-situational) that the people did not eat]? (paragraph) Those followers/disciples said to Jesus, ["12"].	Mark
Daniel 7:13	Daniel continued to write, ["[While God showed this vision to me(Daniel)] I(Daniel) saw [a person [who looked like a man] come from the clouds [that were in the sky]]]. This person came to the Ancient-of-Days.	Daniel
2 Samuel 20:2	Then all of the Israelites left David. And those Israelites started following Sheba. But the men [who were in the tribe named Judah] stayed with the king. Those men walked with David from the Jordan River to Jerusalem.	2_Samuel
Daniel 10:15	[While this man was speaking to me(Daniel)] I(Daniel) bowed to the man. And I(Daniel) looked at the ground. I(Daniel) was not able [to speak].	Daniel
Mark 3:5	(paragraph) Jesus looked at those Pharisees. And Jesus was angry with those Pharisees. Jesus also felt very sad [because those Pharisees were very stubborn]. Then Jesus said to the man [who was not able (implicit-situational) [to move that man's hand]], ["You(man) (imp) show your(man's) hand to me(Jesus)."] That man showed that man's hand to Jesus. And that man's hand became completely _implicit healthy.	Mark
2 Samuel 13:19	Tamar put ashes on Tamar's head. And Tamar tore that beautiful robe [that Tamar was wearing]. Tamar put Tamar's hands on Tamar's head. And Tamar left.  Tamar was crying loudly.	2_Samuel
Genesis 45:9	So You(brothers) (imp) leave Egypt quickly. You(brothers) (imp) go to my(Joseph's) father. You(brothers) (imp) tell my(Joseph's) father, ["Your(Jacob's) son named Joseph is living!]  Joseph says, ["God caused [me(Joseph) to rule all people [who live in Egypt]]]. You(Jacob) (imp) come to me(Joseph) quickly.	Genesis
Genesis 24:66	The servant told Isaac about all the things [that the servant did].	Genesis
Esther 1:19	Therefore you(king) should write a new law. No person will be able [to change this new law]. The new law says [that Vashti must not come to you(king) again]. Then you(king) will choose another woman. That woman will become the queen. That woman will be a better queen than Vashti.	Esther
Nehemiah 7:44	148 men [that sang songs] [and that were descendants of Asaph] returned.	Nehemiah
Joshua 21:30	The tribe named Asher gave the towns named Mishal and Abdon to the families [that were Gershon’s descendants].	Joshua
Genesis 25:7	Abraham was 175 years old [when Abraham died].	Genesis
1 Samuel 17:45	But David said to Goliath, ["You(Goliath) fight me(David) with a sword and a spear]. But I(David) fight you(Goliath) with Yahweh-Almighty. Yahweh is the God of the armies of Israel! And you(Goliath) said bad things about Yahweh.	1_Samuel
1 Samuel 26:25	Then Saul said to David, ["David, my(Saul's) son, I(Saul) hope [that Yahweh will bless you(David)]]. You(David) will do great things. And you(David) will succeed." Then David left that place. And Saul returned to Saul's house.	1_Samuel
1 Samuel 17:1	(title) David fights Goliath. The Philistines’ army went to Sokoh [which was in Judah] [to attack the Israelites]. The Philistine soldiers camped at Ephes-Dammim [which was between Sokoh and Azekah].	1_Samuel
Nehemiah 7:65	So the governor ordered [those men not to eat the special food [that people gave to God]]. The governor said [that those men must wait [until the priests used the special stones [that people called Urim and Thummim]]].	Nehemiah
Nehemiah 12:24	The following people were the leaders of the people [who were in the tribe named Levi]. Hashabiah, Sherebiah, Jeshua [who was a son of Kadmiel], and the people [who worked with those men].  Those people stood on the other side [in order to praise God _implicit] [and in order to thank God _implicit]. One group of those people/Levites sang. And then the other group sang. Those two groups sang [just like David [who was God’s man] told [those people to sing]].	Nehemiah
Joshua 20:2	Yahweh said, ["(imp) You(Joshua) tell [the Israelites to choose cities [so that people [who accidentally kill a person] could run to those cities]]]. Previously I(Yahweh) told [you(Joshua) to choose cities] through Moses.	Joshua
Acts 3:15	And so you(people) killed the person [who is the ruler of life]. But God caused [Jesus to live again]. We(Peter) saw [that God did this thing] with our(Peter's) eyes.	Acts
Matthew 16:15	_paragraph Jesus asked, ["But you(followers), who do you(followers) say-C [I(Jesus) am]?"]	Matthew
Acts 2:6	On the second day God separated the water [in order to make the seas and the sky]. On the third day God created land [so that trees and plants could grow]. Will we(people) see land again?  Yes.  We(people) will definitely see land again. The next day God put the sun, the moon, and the stars in the sky.	Acts
Daniel 11:6	After some years the king of the south region and the king of the north region will make a covenant. The daughter of the king of the south region will go to the king of the north region [in order to make peace]. But the daughter of the king of the south region will lose the daughter's power. Likewise the king of the south region will lose the king's power. Then a person will kill the daughter, the daughter's father, and the people [who helped the daughter].	Daniel
Joshua 22:12	Then all of the Israelites became very angry at those three tribes. So the Israelites met at Shiloh. And the Israelites decided [to fight those three tribes].	Joshua
Genesis 18:28	[If there are only 45 righteous people [who live in the city]] will you(Yahweh) destroy the city? Will you(Yahweh) destroy the city because of 5 evil people?" Yahweh answered Abraham, "[[If I(Yahweh) find 45 righteous people] I(Yahweh) will not destroy the city."]	Genesis
Esther 9:13	Then Esther said to the king, ["You(king) (imp) please allow [the Jews [that live in Susa] to continue killing the Jews' enemies tomorrow]]. Also you(king) (imp) please hang the bodies of Haman's 10 sons on the structure [that your(king's) servants hung Haman on]."	Esther
Genesis 16:16	Abram was 86 years old [when Hagar birthed Ishmael].	Genesis
Genesis 9:11	I(God) make this covenant with you(Noah). I(God) will never again destroy all things [that live on the earth] with a flood."	Genesis
2 Samuel 7:15	But I(Yahweh) will always continue loving your(David's) son. I(Yahweh) stopped loving Saul.  I(Yahweh) take-away Saul [so that you(David) could  become the king].	2_Samuel
Mark 1:13	And Jesus stayed in the desert/wilderness for 40 days. And during that time Jesus was told by Satan [to do bad-B things _generic]. But (implicit-background) Jesus did not do the things [that Satan told [Jesus to do]]. Jesus was with the wild animals. And servants/messengers [who came from God] cared for Jesus.	Mark
Matthew 16:8	_paragraph Jesus knew the things-C [that those followers/disciples were saying]. (complex) So Jesus said to those followers/disciples, ["You(followers) do not have much faith in me(Jesus) _implicit]. (simple) So Jesus said to those followers/disciples, ["You(followers) do not believe much in me(Jesus) _implicit]. (rhetorical) Why are you(followers) saying to each-other(followers) [you(followers) did not bring bread]? (statement) You(followers) should not be saying to each-other(followers) [you(followers) did not bring bread].	Matthew
1 Samuel 17:46	Today Yahweh will help [me(David) defeat you(Goliath)]. I(David) will kill you(Goliath). And I(David) will cut-off your(Goliath's) head. Today I(David) will feed the bodies of the Philistine soldiers to the birds and the wild animals. Then all people will know [that God is in Israel].	1_Samuel
Nehemiah 7:59	Those men were also descendants of Shephatiah, Hattil, Pokereth-Hazzebaim and Amon.	Nehemiah
Nehemiah 4:9	But we(Nehemiah) prayed to our(Nehemiah’s) God.  We(Nehemiah) (implicit-info) asked [God to protect us(Nehemiah)]. And men stood on the walls during the day and during the night [in order to guard the city].	Nehemiah
Genesis 10:5	The people [who worked on the sea] were descendants of the sons of Japheth. All the families of the sons of Japheth had many children. and the descendants of each family lived in a different place. and the descendants of each family spoke a different language.	Genesis
1 Samuel 29:5	The Israelites sing songs [that are about this man].  The Israelites say [that Saul killed 1000 soldiers]. But David killed 10000 soldiers."	1_Samuel
Mark 14:59	But those people still did not agree with each-other(people).	Mark
