reference	verse	book
Matthew 28:15	So the soldiers took the money [that (implicit-situational) those chief priests and those old leaders gave to those soldiers]. And those soldiers told-D to people _implicit the things-C [that those old leaders and those chief priests told/instruct [those soldiers to say]]. Then this false _implicit story-B [that (implicit-situational) the soldiers told] was told by many Jews _implicitActiveAgent among the Jews since that time.	Matthew
Matthew 10:26	_paragraph So you(people) (imp) do not be afraid of those people [who (implicit-situational) do not treat you(people) well]. For all the things [that are hidden by people _implicitActiveAgent] will be find-out by God _implicitActiveAgent. And all the things [that are hidden by people _implicitActiveAgent] will be shown to people _implicit by God _implicitActiveAgent.	Matthew
Acts 15:8	God caused [the Holy Spirit to live inside people [who are not Jews] just like God caused [the Holy Spirit to live inside us(Jewish believers)]. When God did that, God showed that God [who even knows all the things [that people think about],] accepts even these people [who are not Jews].	Acts
Joshua 10:38	Then Joshua and the Israelites went to Debir.  And Joshua and the Israelites attacked that city.	Joshua
Genesis 44:25	Later our(Judah's) father said to us(Judah), ["You(Judah) (imp) return to Egypt]. and you(Judah) (imp) buy more food."	Genesis
Genesis 24:45	"[Before I(servant) finished praying to Yahweh] Rebekah come-out from the city. Rebekah was carrying a jar on Rebekah's shoulder. Rebekah walked to the spring. Then Rebekah filled the jar with water. and I(servant) said to Rebekah, ["Please you(Rebekah) (imp) give water [that is in your(Rebekah's) jar] to me(servant)."]	Genesis
2 Samuel 5:23	Then David prayed to Yahweh again.  Yahweh told David, ["(imp) You(David) do not go toward the Philistines]. But (imp) you(David) go around the Philistines. (imp) You(David) take your(David's) army to some trees [that are behind the Philistines]. Then you(David) (imp) attack the Philistines in front of  those trees.	2_Samuel
Genesis 34:4	And Shechem brought Dinah to the house of Shechem.  [After Shechem returned to the house of Shechem] Shechem said to the father of Shechem named Hamor, ["Please you(Hamor) (imp) talk to the father of Dinah [so-that I(Shechem) could marry Dinah]"].	Genesis
Jonah 2:5	I(Jonah) was dying in the water. The deep water surrounded me(Jonah). And weeds were around my(Jonah’s) head.	Jonah
2 Samuel 2:1	(title) David becomes the king of Judah. [After Saul and Jonathan died] David prayed to Yahweh. David asked Yahweh, ["Should I(David) go to Judah?"] Yahweh said to David, ["You(David) (imp) go."] Then David asked Yahweh, ["Which place should I(David) go to?"] Yahweh answered, ["You(David) (imp) go to Hebron."]	2_Samuel
Daniel 2:10	The astrologers said to the king, ["No man [that lives on earth] is able [to tell you(king) about your(king's) dream]]. No king has asked [astrologers to explain a dream [that the king will not tell the astrologers about]].	Daniel
Joshua 1:8	You(Joshua) (imp) always remember the commands [that I(Yahweh) gave to you(Joshua)]. You(Joshua) (imp) think about those laws during the day and during the night. Then you(Joshua) will always obey the laws. [If you(Joshua) obey the laws] you(Joshua) will become rich.  And you(Joshua) will succeed.	Joshua
Joshua 5:15	Then the leader of Yahweh's army said to Joshua, ["(imp) You(Joshua) take-off your(Joshua's) sandals]. The place [that you(Joshua) are standing on] is holy." So Joshua took off Joshua's sandals.	Joshua
Joshua 15:44	And the tribe named Judah owned the towns named Keilah, Aczib and Mareshah. Therefore the tribe named Judah owned 9 towns [that were in that region].  And the tribe named Judah also owned the fields [that were near those towns].	Joshua
1 Samuel 2:23	So Eli said to Eli's sons, [“Why are you(sons) doing these evil things?] The people often tell me(Eli) about the bad things [that you(sons) do].	1_Samuel
Genesis 19:4	That night many men [who lived in Sodom] surrounded Lot's house.  There were old men and young men surrounding Lot's house.	Genesis
Matthew 26:46	You(followers) (imp) stand-up! We(Jesus) _incl go _suggestiveLets! You(followers) (imp) look/behold. The person [who will give me(Jesus) to my(Jesus's) enemies] is coming!"	Matthew
Genesis 26:11	So Abimelech told all the men [to not touch Rebekah].  Abimelech said to the men, ["[If a man touches Isaac or the wife of Isaac] that man will be killed by me(Abimelech)."]	Genesis
Genesis 16:7	Then the angel of Yahweh came to Hagar. Hagar was sitting beside a spring in the desert.  The spring was near the road that leads to Shur.	Genesis
1 Samuel 17:16	For 40 days Goliath came from the Philistines' camp in each morning and in each evening. And Goliath stood in front of the Israelites' army. And (implicit-info) Goliath told [the Israelites to choose one man [that will fight Goliath]].	1_Samuel
Daniel 1:8	But Daniel decided [that God did not want [Daniel to eat the king's food]]. And Daniel decided [that God did not want [Daniel to drink the king's wine]]. So Daniel asked [the chief official to allow [Daniel not to eat the king's food]]. Daniel also asked [the chief official to allow [Daniel not to drink the king's wine]].	Daniel
Genesis 32:16	Jacob sent all these animals to Esau. Jacob also sent a servant with each group of animals.  and Jacob said to these servants, ["You(servants) (imp) walk in-front-of me(Jacob).] You(servants) (imp) walk with these animals [so-that there will be 1 kilometer between the groups of animals]”.	Genesis
Genesis 21:18	You(Hagar) (imp) help [the boy to stand-up.] You(Hagar) (imp) comfort the boy. I(God) will cause [the descendants of the boy to become a great nation.]"	Genesis
Daniel 3:24	Then King Nebuchadnezzar looked into the fire. Nebuchadnezzar was very surprised. So Nebuchadnezzar stood up quickly. And Nebuchadnezzar said to Nebuchadnezzar's officials, ["Did the strong men not tie three men with ropes]? And did the strong men not throw those three men into the fire?" The officials said to the king, ["Yes]. The strong men threw three men into the fire."	Daniel
Nehemiah 5:5	We(Jews) are Jews [just like those people are Jews]. And our(Jews') children are like the children of those people. But we(Jews) must sell our(Jews') sons and our(Jews') daughters.  Our(Jews') sons and our(Jews') daughters will become slaves. Some of our(Jews') daughters already became slaves. But we(Jews) are not able [to keep our(Jews') children] [because other people own our(Jews') fields and our(Jews') gardens of grapes]."	Nehemiah
Genesis 1:7	Thus God created a place between the water.  Some water was above this place [and some water was below this place.]	Genesis
Joshua 9:24	The Gibeonites answered Joshua, ["We(Gibeonites) heard [that Yahweh commanded [Moses to give all of this land to you(Israelites)]]]. And Yahweh told you(Joshua) [to kill all of the people [who are living in this land]]. So we(Gibeonites) knew [that you(Israelites) would kill us(Gibeonites)]. Therefore we(Gibeonites) lied to you(Israelites) [so that you(Israelites) would make a treaty with us(Gibeonites)].	Joshua
Genesis 25:27	[After the 2 boys grew up] Esau skillfully hunted animals. Esau liked [to be in the fields [where Esau hunted animals]]. But Jacob was quiet.  Jacob liked [to stay near the tents of the family of Jacob].	Genesis
Esther 5:2	The king saw [queen Esther standing near the door]. [When the king saw Esther] the king was happy. So the king raised the king's gold scepter [that was in the king's hand]. Then Esther walked to the king. And Esther touched the king's gold scepter.	Esther
2 Samuel 12:25	[Because Yahweh loved Solomon] Yahweh told Nathan [who was a prophet] [that the baby's name was Jedidiah]. Jedidiah (footnote) means "God loves this child."	2_Samuel
1 Samuel 17:9	[If that man kills me(Goliath)] then we(Philistines) will become your(Israelites’) servants. But [if I(Goliath) kill that man] then you(Israelites) will become our(Philistines’) servants."	1_Samuel
1 Samuel 9:18	Then Saul came to Samuel [who was near the gate]. And Saul asked Samuel, ["Where is the house of the man [who sees]]?"	1_Samuel
Matthew 10:29	(yesrhetorical) Are 2 birds/sparrows sold by people _implicitActiveAgent for 1 coin/penny? (statement) 2 birds/sparrows are sold by people _implicitActiveAgent for 1 coin/penny. But a bird/sparrow will not fall to the ground [unless the Father allow-B [that thing to happen ]].	Matthew
1 Samuel 23:22	You(people) (imp) return to your(people's) region. And you(people) (imp) find out the places [that David goes to often]. And you(people) (imp) find out the people [that see David at those places].  I(Saul) heard [that David is very clever].	1_Samuel
Acts 15:22	The people (title) [who were Jews] [and who believe in Jesus] wrote a letter to the people [who are not Jews] [and who believe in Jesus]. Then the apostles and elders and all the people in the group of people [who believe in Jesus] decided [to send Barnabas and Paul and some other men to Antioch]. Those people chose two men [whom the people [who believe in Jesus] respected]. One man’s name was Judas.  People also called that man Barsabas.  The other man’s name was Silas.	Acts
1 Samuel 14:18	So Saul said to the priest named Ahijah, ["You(Ahijah) (imp) bring the Ark-of-the-Covenant]." (At that time the ark-of-the-covenant was in Israel.)	1_Samuel
Mark 9:29	(paragraph) And Jesus said to those followers/disciples, ["You(followers) need to pray [in-order-to cause [this kind of spirit to leave a person]] "]. (footnote) Some manuscripts _copiesInLDV of this part of the Scriptures also say, ["And you(followers) need to not eat food [so that you(followers) could pray] [in-order-to cause [this kind of spirit to leave a person]]"].	Mark
Daniel 11:22	That man will destroy many armies quickly. And then that man will kill the prince [that made the covenant].	Daniel
Joshua 19:25	The tribe named Asher owned the towns named Helkath, Hali, Beten, and Akshaph.	Joshua
2 Samuel 23:3	The God of Israel spoke. The Rock of Israel said to me(David), ["There is a person [who rules people fairly/righteously]].  And [while that person is ruling] that person fears God.	2_Samuel
Matthew 22:2	(complex) ["The kingdom-B of heaven is like a king [who prepared-B a wedding big meal for that king's son]]. (simple) ["God calls-A people [just-like a king [who prepared a wedding big meal for that king's son] invited guests]].	Matthew
Joshua 17:1	Then Joshua and the leaders of the Israelites gave land to the families [that were in the tribe named Manasseh]. Manasseh was Joseph’s first son. And Makir was Manasseh’s first son. Makir was the father of the people [who lived in Gilead]. Makir’s descendants were great soldiers. So Joshua gave the land [that was near Gilead and Bashan] to Makir's family.	Joshua
2 Samuel 2:10	Ish-Bosheth was 40 years old [when Ish-Bosheth became the king of Israel]. Ish-Bosheth ruled Israel for two years. But the people [that were living in Judah] followed David.	2_Samuel
Titus 1:9	We(Paul) taught God's message to people. And we(Paul) are able [to trust that message]. A person [that you(Titus) choose] must believe that message. And that person must obey that message.  Then that person will be able [to help [those people to follow those things] [by teaching those people good things] ]. And that person will be able [to show people [who oppose those things] [that those people  are wrong]].	Titus
Joshua 8:2	You(Israelites) will defeat Ai and Ai's king [just-like you(Israelites) defeated the people [who were living in Jericho] and Jericho's king]. But [after you(Israelites) defeat Ai] you(Israelites) may take all of the things [that you(Israelites) want]. You(Israelites) may take the valuable things and the animals.  And you(Israelites) may keep those things. Now (imp) you(Joshua) tell [some of your(Joshua's) soldiers to hide in a place [that is behind the city]]."	Joshua
2 Samuel 12:7	Then Nathan said to David, ["You(David) are that rich man!] Yahweh [who is the God of Israel] says to you(David), ["I(Yahweh) chose/anointed you(David) [to become the king of Israel]]. And I(Yahweh) saved you(David) from Saul.	2_Samuel
2 Samuel 15:11	200 men [who were from Jerusalem] went to Hebron with Absalom. Absalom invited [those men to go to Hebron].  But those men did not know [that Absalom wanted [to become the king]].	2_Samuel
Genesis 33:8	Then Esau said to Jacob, ["I(Esau) met many of your(Jacob's) servants and many of your(Jacob's) animals [while I(Esau) was coming to this place]]. Why did you(Jacob) send those servants and those animals to me(Esau)?"  and Jacob answered Esau, ["My(Jacob's) master, I(Jacob) give those animals to you(Esau) [in-order-to please you(Esau)]]"	Genesis
Genesis 7:2	For all kinds of animal [that is clean] you(Noah) (imp) take 7 male animals and 7 female animals into the boat.  And for all kinds of animal [that is not clean] you(Noah) (imp) take 1 male animal and 1 female animal into the boat.	Genesis
Mark 9:43	(implicit-situational) You(follower) (imp) do all the things [that will help you(follower) [you(follower) to stop sinning]] [even-if those things are very hard]. [If your(follower's) hand causes [you(follower) to do bad _morally actions],] you(follower) (imp) cut-off that hand. [You(follower) live forever/eternally _implicit [because you(follower) cut-off that hand]] will be good. But [you(follower) enter hell [where the fire always burns] [because you(follower) did not cut-off that hand]] will be extremely bad.	Mark
Mark 6:17	(paragraph) For Herod _emphasized commanded soldiers _implicitNecessary [to arrest John]. Herod commanded those soldiers _implicitNecessary [to tie John in prison]. Herod did these things because of Herodias named Herod's wife _implicitType. Herodias was previously _implicit the wife of Herod's brother named Philip. But Herod married Herodias.	Mark
Genesis 1:20	God said, "[Many fish and many animals live in the water.]  And many birds fly in the sky."	Genesis
2 Samuel 16:23	At that time people thought [that Ahithophel advised people very well] [like a person [that talks to God] advises people well]. David and Absalom thought [that Ahithophel advised people well].	2_Samuel
Nehemiah 7:23	324 men [that were from Bezai] returned.	Nehemiah
Matthew 27:64	So you(Pilate) should order [some of your(Pilate's) soldiers _implicitNecessary to guard the hole/tomb _frameInferable until the third day]. [If the hole/tomb is not guarded by soldiers _implicitActiveAgent,] Jesus's followers/disciples might come [in order to steal the body of Jesus _implicit]. Then those followers/disciples will tell the people [Jesus became alive again [after Jesus was dead]]. Those actions will much deceive people [more-than Jesus's and Jesus's followers'/disciples previous actions deceived people]."	Matthew
Mark 14:15	Then that man will show-A to you(followers) _dual a big room [that is above other rooms]. That room will already have all the things [that you(followers) will need]. You(followers) _dual (imp) prepare-B the meal _implicit for us(Jesus) _incl at that place."	Mark
Nehemiah 8:18	During that week Ezra read God’s Book-of-the-Law to the people of Israel each day. Ezra read those laws to the people from the first day until the last day. And the people celebrated that feast/festival for seven days. The laws of God said [that those people must also meet on the eighth day]. So those people met on the eighth day also.	Nehemiah
Genesis 35:4	So the people gave all the idols to Jacob. and the people gave the earrings of the people to Jacob. Then Jacob buried those idols and those earrings under a big tree [that was near the city named Shechem].	Genesis
Matthew 27:47	_paragraph [When some of the people [who were standing there] heard these words,] some of the people [who were standing there] said, ["This man is calling Elijah"].	Matthew
Mark 10:34	Those people will laugh/mock the Son-of-man _1stas3rd. And those people will spit the Son-of-man _1stas3rd. Those people will whip the Son-of-man _1stas3rd. And those people will kill the Son-of-man _1stas3rd. But after 3 days the Son-of-man _1stas3rd will become alive again."	Mark
Genesis 18:18	I(Yahweh) will cause [Abraham's descendants to become a powerful nation]. and all people [who live on the earth] will be blessed by me(Yahweh) through Abraham.	Genesis
Genesis 17:5	I(God) will change your(Abram's) name.  I(God) will call you(Abram) Abraham [because I(God) will cause [you(Abram) to become the father of many nations]]. -Footnote Abraham means the father of many people.	Genesis
Daniel 7:15	I(Daniel), Daniel, worried about the meaning of these events. These events frightened me(Daniel).	Daniel
Matthew 10:3	Philip, Bartholomew, Thomas, Matthew [who collected _routinely taxes], James [who was the son of Alphaeus], Thaddaeus,	Matthew
Daniel 4:16	You(angels) (imp) cause [this man to think [like a crazy man thinks]]. You(angels) (imp) cause [this man to think [like an animal thinks] for 7 years].	Daniel
1 Samuel 4:18	[When that man told Eli about the Ark-of-the-Covenant] Eli fell from Eli's chair. Eli fell to the ground beside the gate. And Eli's neck broke [because Eli was old] [and because Eli was fat]. Then Eli died. Eli led Israel for 40 years.	1_Samuel
Matthew 21:30	_paragraph Then the father _frameInferable went to the other son. And the father said the same thing-C. That son answered, ["Father, I(son) will go there _implicit"]. But that son did not go to the garden/vineyard _implicit.	Matthew
1 Samuel 23:17	Jonathan said to David, ["You(David) (imp) do not be afraid]. My(Jonathan's) father will not hurt you(David). You(David) will become the king of Israel. And I(Jonathan) will be your(David's) most important officer. My(Jonathan's) father named Saul knows [that these things will happen]."	1_Samuel
Matthew 5:25	(paragraph) You(person) (imp) quickly become a friend of your(person's) enemy [who is taking you(person) to the court _frameInferable] [before you(person) arrive at the court _frameInferable with your(person's) enemy]. Or [if you(person) do not become a friend of your(person's) enemy] your(person's) enemy might accuse you(person) in front of the judge _frameInferable. And that judge might send you(person) to the officer _frameInferable. And you(person) might be sent by those people _implicitActiveAgent to a prison.	Matthew
1 Samuel 1:19	Early the next morning Elkanah’s family woke up. And Elkanah’s family worshiped Yahweh. Then Elkanah’s family returned to Elkanah's house [which was in Ramah]. Later Elkanah sexed Elkanah's wife named Hannah. And Yahweh answered Hannah’s prayer.	1_Samuel
2 Samuel 13:28	Then Absalom ordered Absalom's servants, ["(imp) You(servants) watch Amnon]. Amnon will become drunk. Then I(Absalom) will say to you(servants), ["(imp) You(servants) kill Amnon."] Then (imp) you(servants) immediately kill Amnon. (imp) You(servants) do not be afraid. I(Absalom) am ordering [you(servants) to kill Amnon]. So (imp) you(servants) be strong and brave."	2_Samuel
Genesis 19:19	You(angels) were merciful to me(Lot).  You(angels) saved me(Lot). But I(Lot) am not able [to run to the mountains] [because the mountains are too far from here]. I(Lot) will die [before I(Lot) arrive at the mountains].	Genesis
Genesis 33:3	Jacob walked in-front-of these 3 groups. and [while Jacob walked towards Jacob's brother] Jacob bowed to Esau -iteration 7 times.	Genesis
Mark 5:25	And in that crowd _implicit there was a woman [who bled _inLDV continuously for 12 years] [(implicit-situational) and who was still bleeding at that time].	Mark
Acts 16:3	Paul wanted to take Timothy on his(Paul's) journey. But all those Jews [who lived in that area] knew [that Timothy's father was from Greece]. So Paul caused [a person to cut off Timothy's foreskin] [in order to please those Jews].	Acts
Joshua 7:5	The people [who were living in Ai] killed about 36 Israelites. Then those people chased the Israelites from the gate of the city to a place [where people cut stones from the ground]. Those people killed the Israelites on the hills [that were in that region]. [When the other Israelites heard [that those people killed many Israelite soldiers]] the Israelites became very afraid.	Joshua
2 Samuel 7:7	I(Yahweh) moved to many  places with all of the Israelites.  And I(Yahweh) commanded [the Israelites' leaders  to take care  of my(Yahweh's) people]. But I(Yahweh) never asked [the Israelites' leaders to build a house made of cedar wood for me(Yahweh)]."	2_Samuel
Genesis 20:6	Then God said to Abimelech in the dream, ["I(God) know [that you(Abimelech) did not know [that Sarah is married to Abraham]]]. So I(God) prevented [you(Abimelech) sinning.]  I(God) did not allow [you(Abimelech) to touch Sarah].	Genesis
Genesis 29:35	Then Leah birth another son. Leah named this son Judah. Leah said, ["Now I(Leah) will praise Yahweh."] -Footnote Judah means praise.  At that time Leah was not able [to become pregnant again].	Genesis
2 Samuel 9:8	Mephibosheth bowed to David again. And Mephibosheth said, ["Why are you(David) treating me(Mephibosheth) kindly?] I(Mephibosheth) am your(David's) servant. I(Mephibosheth) am like a dead dog. "	2_Samuel
2 Samuel 22:42	My(David's) enemies asked[people to help my(David's) enemies].    But people did not come [in order to save my(David's) enemies]. My(David's) enemies called Yahweh.    But Yahweh did not answer my(David's) enemies.	2_Samuel
Daniel 10:13	The prince of the kingdom of Persia prevented [me(man) from coming to you(Daniel)] for 21 days. Then Michael [who is one of the chief princes] came [in order to help [me(man) escape from the prince of Persia]].	Daniel
Daniel 2:40	Then there will be a fourth kingdom. That kingdom will be strong [like iron is strong]. People use iron [in order to break things]. Likewise this fourth kingdom will destroy all the other kingdoms.	Daniel
Mark 13:13	(literal) You(followers) will be hated by all _hyperbolic people because of me(Jesus) . (dynamic) You(followers) will be hated by all _hyperbolic people [because you(followers) follow-B _routinely me(Jesus)]. But [if a person continues to follow-B _routinely me(Jesus) until the end of that person's life _implicit,] a person will be saved by God _implicitActiveAgent.	Mark
Matthew 25:41	_paragraph Then the king will say to the evil _implicit people [who are on the king's left side], ["You(people) [_descriptive whom God _implicitNecessary will cause bad things to happen to], you(people) (imp) leave me(king)]. And you(people) (imp) go into the fire [that never ends] [and that was prepared by God _implicitActiveAgent for Satan and Satan's servants/messengers].	Matthew
Genesis 4:5	But God was not pleased with Cain.  God did not accept Cain's offering.  So Cain became very angry.	Genesis
Genesis 27:12	[If the father of me(Jacob) touches me(Jacob)] the father of me(Jacob) will know [that I(Jacob) am not Esau]. Then the father of me(Jacob) will not bless me(Jacob). The father of me(Jacob) will curse me(Jacob) [because I(Jacob) tried [to trick the father of me(Jacob)]]".	Genesis
Joshua 15:37	Yahweh also gave other towns [that were on the western side of the mountains] to the tribe named Judah. So the tribe named Judah owned the towns named Zenan, Hadashah, and Migdal-Gad.	Joshua
2 Samuel 4:11	You(Rekab) are evil men. You(Rekab) killed a man [that was in the man's house]. Ish-Bosheth did not do a bad thing.  Ish-Bosheth was lying on Ish-Bosheth's bed. You(Rekab) killed Ish-Bosheth.  So now I(David) will kill you(Rekab)."	2_Samuel
Genesis 22:5	Then Abraham said to Abraham's 2 servants, ["You(servants) (imp) stay at this place with the donkey]. My(Abraham's) son and I(Abraham) will walk to that place. then we(Abraham) will worship God at that place. Then we(Abraham) will return to you(servants)".	Genesis
Joshua 19:41	The tribe named Dan owned the towns named Zorah, Eshtaol, and Ir-Shemesh.	Joshua
Genesis 25:3	Jokshan had sons named Sheba and named Dedan.  Dedan's descendants lived in Assyria, in Letush, and in Leum.	Genesis
Genesis 21:16	Then Hagar walked for a short time. Then Hagar sit-down. Hagar thought, ["My(Hagar's) son will die soon.] I(Hagar) do not want [to watch [my(Hagar's) son die]]." So Hagar sat at that place. and Hagar began to cry loudly.	Genesis
Mark 10:28	(paragraph) Then Peter started speaking to Jesus. Peter said, ["You(Jesus) (imp) look/behold]. We(followers) _excl left all things [in-order-to follow-B you(Jesus)]!"	Mark
Matthew 11:6	God _implicitNecessary will bless people _generic [who do not reject me(Jesus) because of the things [that I(Jesus) do]] ."	Matthew
Genesis 40:5	On one night these 2 men dreamed. The officer [who made wine for the king] dreamed.  And the officer [who baked bread for the king] also dreamed.	Genesis
Genesis 50:14	[After Joseph buried Joseph's father's body] Joseph returned to Egypt. Joseph's brothers and the other people [who traveled with Joseph [in-order-to bury Jacob's body]] also  returned to Egypt.	Genesis
Acts 21:37	Paul (title) talked to the crowd. [When the soldiers were ready [to carry Paul into the building [where the soldiers sleep],] Paul asked the man [who ruled the soldiers,] ["May I(Paul) please tell you(commander) a message?"] Then the man [who ruled the soldiers] said to Paul, ["I(commander) am surprised [that you(Paul) are able [to speak the Greeks' language]].	Acts
Genesis 3:23	So God forced [the man and the woman to leave the garden [that is in Eden]].  The man [that God created with soil] started to work on the soil.	Genesis
Jonah 4:7	The next day [before the sun started rising] God brought a worm to that plant. That worm ate the plant.  So the plant died.	Jonah
Mark 3:18	And Jesus chose/appointed Andrew, Philip, Bartholomew, Matthew, Thomas, James [who was Alphaeus's son], Thaddaeus, and Simon [who was called by people _implicitActiveAgent Zealot]. (footnote) Zealots opposed the Roman government.	Mark
2 Samuel 15:19	Then David talked to Ittai [who was from Gath]. David asked, ["Why are you(Ittai) coming with us(David)]? You(Ittai) (imp) return to the palace.  And you(Ittai) (imp) stay with King Absalom. You(Ittai) are a foreigner.	2_Samuel
Acts 16:20	The owners of that girl [who was a slave] brought Paul and Silas in front of the Roman officials. And the owners of that girl said, ["These men are Jews. And these men are making trouble in our(Romans) city.	Acts
Genesis 6:17	I(God) will destroy with a flood all things [that are living on the earth].  All the animals [that are on the earth] will die.	Genesis
Nahum 1:4	[When Yahweh speaks to the seas,] Yahweh causes [the seas to become dry]. Yahweh also causes [the rivers to become dry]. The fields [that are in Bashan and in Carmel] become dry. And the flowers [that are in Lebanon] die.	Nahum
Matthew 27:61	[Because (implicit-subaction) Mary-Magdalene and the other Mary followed-A Joseph earlier,] Mary-Magdalene and the other Mary were now _implicit sitting near the front of that hole/tomb.	Matthew
Nehemiah 10:2	Seraiah, Azariah, Jeremiah,	Nehemiah
Philemon 1:3	We(Paul) pray [that God [who is our(Paul's) Father] and Jesus Christ [who is our(Paul's) Lord] will treat you(Philemon) kindly]. And we(Paul) pray [that God and Jesus Christ will cause [you(Philemon) to be peaceful]].	Philemon
Mark 12:16	(literalunits) Those Pharisees and those people [who supported King _implicit Herod] brought a denarius _implicitNecessary to Jesus _implicit. (modernunits) Those Pharisees and those people [who supported King _implicit Herod] brought a Roman _implicit silver coin _implicitNecessary to Jesus _implicit. And Jesus asked those Pharisees and those people [who supported King _implicit Herod] , ["(literalunits) This picture [(implicit-situational) that is on this denarius] appears-B which person?] ["(modernunits) This picture [(implicit-situational) that is on this coin] appears-B which person?] (literalunits) And which name is written by people _implicit on this denarius _implicit?" (modernunits) And which name is written by people _implicit on this coin _implicit?" (paragraph) And those Pharisees and those people [who supported King _implicit Herod] said to Jesus, ["(literalunits) Caesar's picture and Caesar's name are _implicitNecessary on that denarius _implicitNecessary"] ["(modernunits) Caesar's picture and Caesar's name are _implicitNecessary on that coin _implicitNecessary"].	Mark
1 Samuel 22:2	Many other people also went to that cave. David became those people's leader. People [who had trouble] came to the cave. And people [who owed money to other people] also came.  People [who were not happy] also came to the cave. About 400 men came to David.	1_Samuel
Matthew 24:3	_paragraph (implicit-subaction) Later Jesus left the building/temple. Then Jesus sit-down on the mount-Olives. The followers/disciples came to Jesus again _implicit [when no other people were with Jesus and Jesus's followers/disciples]. The followers/disciples said, ["You(Jesus) (imp) tell us(followers) _excl about these things-B _implicit]. When will these things-B happen to the building/temple _implicit? Which sign-B will show-B us(followers) _excl the time [that you(Jesus) are coming again _implicit at]. And which sign-B will show-B us(followers) _excl the time [that the end-A of all things-D is happening at]?"	Matthew
Genesis 31:36	Then Jacob became very angry. And Jacob shouted, ["Did (rhetorical-question) I(Jacob) break a law?] I(Jacob) (rhetorical-statement) did not break a law! Did (rhetorical-question) I(Jacob) treat you(Laban) badly?  I(Jacob) (rhetorical-statement) did not treat you(Laban) badly. Why (rhetorical-question) are you(Laban) hunting me(Jacob)?  You(Laban) (rhetorical-statement) should not be hunting me(Jacob)!	Genesis
2 Samuel 20:1	(title) Sheba causes [Israel to stop following David].  An evil man named Sheba was Bikri's son. Sheba was in the tribe named Benjamin. Sheba was at that place. Sheba played a trumpet [in order to call many people]. Then Sheba shouted, ["We(Sheba) are not in David's kingdom]. Jesse's son is not our(Sheba's) king! People [who are in the tribes of Israel], you(people) (imp) return to your(people's) tents!"	2_Samuel
Joshua 6:8	[After Joshua spoke to the people] the 7 priests [who carried 7 trumpets] started walking.  And those priests started playing those trumpets. The other priests [who carried the ark-of-the-covenant] followed those 7 priests.	Joshua
Ruth 2:9	You(Ruth) (imp) watch the field [that the men are gathering/harvesting grain/barley in]. And you(Ruth) (imp) follow the women. I(Boaz) told [the men to not touch you(Ruth)]. [Whenever you(Ruth) become thirsty] you(Ruth) (imp) go to those containers. And you(Ruth) (imp) drink the water [that is in those containers]. The men filled those containers with water."	Ruth
Genesis 31:19	But [Before Rachel left with Jacob] Rachel stole the idols [that belonged to Laban]. At that time Laban was cut-off  the hair of the sheep of Laban.	Genesis
1 Samuel 9:3	One day Kish's donkeys run-away. So Kish said to Kish's son named Saul, ["You(Saul) (imp) go with one of my(Kish's) servants]. And you(Saul) (imp) look for my(Kish's) donkeys."	1_Samuel
Matthew 19:3	_paragraph Some Pharisees came to Jesus [in order to test Jesus]. Those Pharisees asked, ["Do the religious laws allow [a man to divorce that man's wife] for-B a reason?"]	Matthew
2 Samuel 19:38	Then the king said, ["Kimham will go across the river with me(David)]. And I(David) will do for Kimham the things[that you(Barzillai) want [me(David) to do]]. And I(David) will also do for you(Barzillai) the things [that you(Barzillai) want [me(David) to do]]."	2_Samuel
Nehemiah 3:1	People (title) repair the wall of Jerusalem.  A man named Eliashib was the chief priest.  Eliashib and the other priests started working [in order to repair the wall of Jerusalem].  Eliashib and the other priests repaired the gate-Sheep. Those priests gave/dedicated that gate to God. And those priests put doors in that gate. Eliashib and the other priests also repaired the part of the wall [that was between the gate-Sheep and the tower-Hundred]. Those priests also gave/dedicated that part of the wall to God. Then those priests continued repairing the wall [that led to the tower-Hananel].	Nehemiah
1 Samuel 21:6	So the priest gave that special/consecrated bread to David.  That bread was the only bread [that was at that place].  Each day the priests put hot bread on that table. And the priests take-away the bread [that the priests put on that table on the previous day]. That bread was special [because that bread was near Yahweh].	1_Samuel
Mark 10:51	(paragraph) Then Jesus said to Bartimaeus, ["What do you(Bartimaeus) want [me(Jesus) to do for you(Bartimaeus)]?"] (paragraph) The man [who was not able [to see ]] said to Jesus, ["My(man's) rabbi, I(man) want [to see ]"].	Mark
Nehemiah 12:30	The priests and the people [who were from the tribe named Levi] caused [those people to become religiously clean/pure]. Then those priests and the people [who were from the tribe named Levi] caused [the other people, the gates of Jerusalem _implicit, and the wall of Jerusalem _implicit to become religiously clean/pure].	Nehemiah
1 Samuel 11:3	The leaders of Jabesh said to Nahash, ["You(Jabesh) (imp) wait for 7 days]. We(people) will send messengers to the other people [who are in Israel]. [If people do not come [in order to help us(people)]], then we(people) will serve/surrender to you(Nahash)."	1_Samuel
Matthew 13:5	Some of those seeds fell on ground [that had many stones] [and that did not have much soil]. The plants grew-E quickly [because the soil was not deep].	Matthew
Matthew 27:14	But Jesus did not speak. Jesus did not talk about the things-C [that the chief priests and the old leaders said about Jesus [when (implicit-situational) the chief priests and the old leaders said about Jesus [Jesus did bad things]]]. So the ruler/governor was very surprised/amazed.	Matthew
