reference	verse	book
Genesis 14:4	These 5 kings had served Kedorlaomer -Title king for 12 years. But these kings refused [to serve Kedorlaomer -Title king for another year].	Genesis
Joshua 13:5	You(Joshua) must also defeat the Gebalites. And you(Joshua) must also defeat the people [who are living near Lebanon]. Those places are between Baal-Gad and Lebo-Hamath. Baal-Gad is near Mount-Hermon.	Joshua
Nehemiah 12:34	Judah, Benjamin, Shemaiah, and and Jeremiah.	Nehemiah
Nehemiah 13:15	In those days I(Nehemiah) saw [people working on the seventh day of the week in Judah]. Certain people were walking on grapes [in order to make wine]. Other people were gathering grain. And those people were putting that grain, wine, grapes, figs, and other things on animals/donkeys. And those people were bringing those things to Jerusalem on the seventh day of the week. Therefore I(Nehemiah) warned those people [that those people must not sell food on the seventh day of the week].	Nehemiah
Daniel 4:5	[While I(Nebuchadnezzar) was sleeping] I(Nebuchadnezzar) dreamed. This dream frightened me(Nebuchadnezzar). [While I(Nebuchadnezzar) was lying on my(Nebuchadnezzar's) bed] my(Nebuchadnezzar's) thoughts frightened me(Nebuchadnezzar).	Daniel
2 Samuel 12:15	Then Nathan returned to Nathan's house. Then Yahweh caused [David and Bathsheba’s son to become very sick].	2_Samuel
Nehemiah 7:42	1017 priests [that were from Harim] returned.	Nehemiah
Joshua 7:20	Then Achan said to Joshua, ["I(Achan) did a bad thing]. I(Achan) sinned against our(Israelites') God named Yahweh.	Joshua
Mark 1:41	(paragraph) Jesus pitied the man. And Jesus moved-C Jesus's hand toward the man. And Jesus touched the man. Jesus said, ["I(Jesus) am willing [(implicit-info) to cause [you(man) to become healthy]]]. You(man) (imp) become clean!"	Mark
Joshua 24:11	Then you(Israelites) went across the river-Jordan.  And you(people) came to Jericho. The people [who were in Jericho] fought you(Israelites).  And the Amorites, Perizzites, Canaanites, Hittites, Girgashites, Hivites and Jebusites also fought you(Israelites). But I(Yahweh) caused [you(Israelites) to defeat all of those people].	Joshua
Nehemiah 7:72	And other people also gave gifts [in order to pay the workers].  Those people gave 170 kilograms of gold and 1100 kilograms of silver to the temple treasury. Those people also gave 67 robes to the priests.	Nehemiah
Joshua 13:18	Moses also gave the towns named Jahaz, Kedemoth, and Mephaath to those people.	Joshua
Joshua 1:16	Then those people answered Joshua, ["We(people) will obey you(Joshua)]. We(people) will go to all of the places [that you(Joshua) send us(people) to].	Joshua
Daniel 10:19	And the man said to me(Daniel), ["You(Daniel) (imp) do not be afraid [because God loves you(Daniel) very much]]. I(man) want [you(Daniel) to be calm]. I(man) want [you(Daniel) to be very strong]." [After the man said these things] I(Daniel) became stronger. Then I(Daniel) said, ["Lord, you(Lord) (imp) speak to me(Daniel) [because you(Lord) have caused [me(Daniel) to be strong again]]]."	Daniel
Genesis 41:9	Then the officer [who made wine for the king] said to the king, ["[While I(officer) heard [you(king) talking about your(king's) dreams]] I(officer) remembered a certain man]. that man was in prison with me(officer). but I(officer) forgot about that man.	Genesis
Genesis 41:25	Then Joseph said to the king, ["These 2 dreams have the same meaning]. God is telling you(king) about the things [that God will do].	Genesis
Matthew 25:5	The man/bridegroom did not come for several hours. So the 10 _implicit young women became tired. And those young women began to sleep.	Matthew
2 Samuel 23:2	Yahweh’s Spirit spoke through me(David).Yahweh put Yahweh’s words on my(David's) tongue.	2_Samuel
Genesis 49:19	Thieves will attack Gad. but Gad will defeat those thieves. Gad will force [those thieves to run from Gad].	Genesis
Genesis 45:8	Therefore you(brothers) did not send me(Joseph) to this place. God sent me(Joseph) to this place. God caused [me(Joseph) to become the chief official in Egypt]. I(Joseph) oversee the king's palace.  And I(Joseph) rule all people [that live in Egypt].	Genesis
Matthew 16:17	_paragraph Jesus said, ["Simon, son of Jonah, you(Simon) are blessed by God _implicitActiveAgent]. (literal) For this thing was not told/revealed to you(Simon) by flesh and blood. (dynamic) For this thing was not told/revealed to you(Simon) by a person. Instead, this thing was told/revealed to you(Simon) by my(Jesus's) Father [_descriptive who is in heaven].	Matthew
Mark 14:62	Then Jesus said, ["I(Jesus) am the Christ _implicit]. And you(leaders) will see [the Son-of-man _1stas3rd sitting on-C the powerful-A Lord's right side]. And you(leaders) will see [the Son-of-man _1stas3rd coming in the clouds [that are in the sky]]. (footnote) You(people) (imp) see Psalms 110:1 and Daniel 7:13.	Mark
Esther 8:11	This new law allowed [the Jews to protect themselves(Jews)]. The law allowed [Jews to kill the people [that wanted [to kill the Jews]]]. The law also allowed [the Jews to kill the women and children [that attacked the Jews]]. The law also allowed [the Jews to take all of the things [that those people owned]].	Esther
Nehemiah 13:12	Then all of the people [that were living in Judah] brought one tenth of the things [that those people gathered] to the temple. Those people brought grain, new wine, and oil-olive. And those people put those things into the rooms of the temple [that the priests and the men [that were in the tribe named Levi] stored things in].	Nehemiah
2 Samuel 15:37	So David’s friend named Hushai returned to Jerusalem. Hushai entered Jerusalem [while Absalom was entering Jerusalem].	2_Samuel
Matthew 23:36	I(Jesus) am telling you(scribes) the truth. All of these things-B will happen to you(scribes) [who live in this time/generation].	Matthew
Mark 11:1	(title) Jesus enters Jerusalem [just-like a king enters a city]. (paragraph) [Before Jesus and Jesus's disciples came to Jerusalem,] Jesus and those followers/disciples came to Bethphage named the town _implicitType and Bethany named the town _implicitType. Those towns were near the mount-Olives. Jesus sent 2 of Jesus's followers/disciples to the next village _implicitNecessary.	Mark
Mark 13:3	(paragraph) Then Jesus sit-down on the mount-Olives [ _descriptive which is on the other side of the valley from the temple]. Peter, James, John, and Andrew asked Jesus a question [when Peter, James, John, and Andrew were alone with Jesus].	Mark
2 John 1:7	In many places there are many people [who deceive other people [by teaching things that are not true]]. Those people say [that [when Jesus Christ came to this world] Jesus was not a human]. [If a person says those things] that person is Christ’s enemy [whom we(John) know well] [and who is always deceiving people].	2_John
Genesis 7:11	At that time Noah was 600 years old.  The flood began on the 17th day of the second month.  On that day all the water [that is under the ground] started flowing onto the ground.  And God opened the skies [like a person opens a window]. and the weather was rain much.	Genesis
Mark 7:29	(paragraph) Then Jesus said to that woman, ["Because of this thing-C [that you(woman) said] you(woman) may go ]. For _implicit the evil spirit/demon left your(woman's) daughter."	Mark
Matthew 20:30	2 blind men were sitting beside the road. And [after those blind men _dual heard [Jesus was walking past those blind men],] those blind men _dual shouted, ["Lord-B, Son-of-David, you(Son-of-David) (imp) be kind/merciful to us(men)!"]	Matthew
Matthew 23:30	And you(scribes) say, ["[If we(scribes) had lived in the days of our(scribes') parents/ancestor,] we(scribes) would not have killed the prophets with our(scribes') parents/ancestor"].	Matthew
Nehemiah 7:7	The leaders of the Jews were men named Zerubbabel, Joshua, Nehemiah, Azariah, Raamiah, Nahamani, Mordecai, Bilshan, Mispereth, Bigvai, Nehum and Baanah.) The following people are the men of Israel [that returned to Judah].	Nehemiah
Genesis 44:13	Then The brothers tore the brothers' clothes [because the brothers were very upset]. Then the brothers put the brothers' bags on the donkeys. and the brothers returned to the city with the servant.	Genesis
Matthew 12:48	_paragraph (rhetorical) Jesus asked that person, ["Who are my(Jesus's) mother and my(Jesus's) brothers?"] (statement) Jesus said to that person, ["I(Jesus) will tell you(people) about the people [who are my(Jesus's) mother and my(Jesus's) brothers]"].	Matthew
Nehemiah 9:29	You(Yahweh) warned those people [that those people must obey your(Yahweh's) laws]. But those people became proud.  And those people did not obey your(Yahweh's) commands. You(Yahweh) said, ["People [who obey my(Yahweh's) commands] will live well"]. But those people did not obey your(Yahweh's) commands.  those people were stubborn. those people turn-away from you(Yahweh).  And those people did bad _morally things [that were against your(Yahweh's) rules]. And those people refused [to listen to you(Yahweh)].	Nehemiah
Ruth 2:15	Then Ruth stood up [in order to start gathering grain/barley again]. Then Boaz commanded the men [that were working for Boaz], ["You(men) (imp) let [Ruth gather grain/barley near the plants/stalks [that you(men) already cut]]]. And you(men) (imp) do not tell/scold [Ruth to stop gathering grain/barley].	Ruth
2 Samuel 3:2	(title) David has sons.  [While David was  in Hebron] David had sons.  The name of David’s first son was Amnon.  Amnon’s  mother’s name was Ahinoam. Ahinoam was from Jezreel.	2_Samuel
Genesis 34:7	But [while the sons of Jacob were in the field] the sons of Jacob find-out [that Shechem forced [Dinah to sex Shechem]]. Then the sons returned to the house of Jacob quickly. The sons were very angry [because Shechem sexed the sister of the sons]. The sons thought [that Shechem should not have forced Dinah [to sex Shechem]].	Genesis
Mark 9:49	(literal) For God _implicitNecessary will put fire on all people [just-like a person _implicitNecessary puts salt on a meat/sacrifice _implicitNecessary].	Mark
Mark 14:50	Then all of Jesus's followers/disciples left/abandon Jesus. And those followers/disciples run-away.	Mark
Genesis 30:28	[If you(Jacob) will continue working for me(Laban)] I(Laban) will give any thing [that you(Jacob) want] to you(Jacob).	Genesis
1 Samuel 11:4	So messengers went from Jabesh to Gibeah [where Saul was living]. [After those messengers told the people about Nahash's plan], the people cried loudly.	1_Samuel
Matthew 13:30	You(servants) (imp) let [those plants/weeds grow with the wheat] [until people gather/harvest the wheat _implicit]. Then I(man) will tell the people [who gather/harvest the wheat _implicit], ["You(people) (imp) first collect those plants/weeds]. And you(people) (imp) tie those plants/weeds. And you(people) (imp) burn those plants/weeds. Then you(people) (imp) gather the wheat. And you(people) (imp) bring that wheat into my(man's) barn."" "	Matthew
Joshua 3:16	[When the priests stepped into the water] the water stopped flowing. The river became like a pile of water. That pile was near a city named Adam [which was near Zarethan]. The water stopped flowing toward the sea-Dead. So the people went across the river near Jericho.	Joshua
Genesis 37:18	-Title Joseph becomes a slave. Some of Joseph's brothers saw [Joseph walking towards the brothers]. [Before Joseph arrived at the place [where the brothers were caring for the livestock]] the brothers planned [to kill Joseph].	Genesis
Nahum 2:9	The soldiers shout, ["You(people) (imp) take-away the silver]. You(people) (imp) take-away the gold." There are many treasures in the city.	Nahum
Genesis 37:20	We(brothers) should kill Joseph. Then we(brothers) will throw Joseph's body into a well. We(brothers) will tell our(brother's) father [that a wild animal killed Joseph].  Then we(brothers) will not listen to Joseph again.  Joseph will not tell us(brothers) about Joseph's dreams again!”	Genesis
1 Samuel 18:7	[While those women were dancing] those women were singing a song.  Those women said, ["Saul killed 1000 soldiers]. But David killed 10000 soldiers."	1_Samuel
Daniel 10:8	Then I(Daniel) was alone. And I(Daniel) was watching this great vision. My(Daniel's) face became very white. And I(Daniel) became weak.	Daniel
1 Samuel 14:26	[When the soldiers came to that place] the soldiers saw that honey. But the soldiers did not eat that honey [because the soldiers were afraid of Saul].	1_Samuel
Matthew 24:8	(implicit-situational) These events will be signs-B [that show [people _generic will soon suffer much]]. These events will be-U like the first pains of a woman [who will soon birth a baby].	Matthew
Genesis 19:7	Then Lot said, ["No!]  My(Lot's) friends, you(men) (imp) do not do this evil thing.	Genesis
Joshua 18:27	And the tribe named Benjamin owned the towns named Rekem, Irpeel, and Taralah.	Joshua
Genesis 19:31	One day the older daughter said to the younger daughter, ["Our(daughter's) father is old]. men marry women in all places [that are on the earth]. but no men are in this place. Therefore we(daughters) are not able [to marry a man].  And we(daughters) are not able [to have children].	Genesis
Matthew 5:37	You(people) (imp) only say, ["Yes"]. Or you(people) (imp) only say, ["No"]. All of the other things [that you(people) say [when you(people) promise/swear [(implicit-situational) you(people) will do something]]] come from the devil.	Matthew
1 Samuel 13:4	So all of the Israelites heard that news. The people said, ["Saul attacked the Philistines’ camp]. Now the Philistines hate us(Israelites)!" Then Saul called the Israelites.  And Saul told the Israelites [to come to Gilgal].	1_Samuel
Matthew 27:52	And the holes/cave [that people put dead bodies into] were opened by God _implicitActiveAgent. And the bodies of many of God's special/holy people [who already died] became alive again.	Matthew
Matthew 26:72	_paragraph But again Peter said [the thing-C [that that girl said] was not true]. Peter promised/swear, ["I(Peter) do not know the man _frameInferable!"]	Matthew
Genesis 15:9	Yahweh said to Abram, ["You(Abram) (imp) bring a female cattle [that is 3 years old], a goat [that is 3 years old], a male sheep [that is 3 years old], a dove, and a young pidgeon to me(Yahweh)]."	Genesis
Genesis 20:15	and Abimelech said, ["You(Abraham) may live in any place [that is in my(Abimelech's) kingdom]"]. You(Abraham) (imp) choose a place [where you(Abraham) want [to live]].	Genesis
Acts 18:8	And the man [who was the leader of the Jewish church] was named Crispus. Then Crispus and everyone [who was in Crispus' family] believed in the Lord Jesus. And many of the people [who lived in Corinth] [and who heard Paul's message] believed in Jesus. And people baptized those people.	Acts
Joshua 3:3	And the officers spoke to the people. The officers commanded the people, ["[When you(people) see [the priests carrying the ark-of-the-covenant]] you(people) must leave the place [where you(people) are staying]]. You(people) (imp) follow the ark-of-the-covenant.	Joshua
Mark 14:18	[While Jesus and those followers/disciples were lying/reclining at the table _frameInferable _implicit [(implicit-situational) in-order-to eat that Passover meal],] Jesus said, ["I(Jesus) tell the truth to you(followers)]. One of you(followers) [ _descriptive who is eating with me(Jesus)] will give me(Jesus) to my(Jesus's) enemies."	Mark
Mark 2:11	["I(Jesus) say to you(man), ["you(man) (imp) get-up]]. You(man) (imp) pick-up your(man's) bed/mat. And you(man) (imp) go to your(man's) house.""	Mark
Acts 15:25	Therefore we(leaders) agreed/decided [to choose some men] and [to send those men [to you(Gentiles)]]. These men will travel with our(leaders) [who are named Barnabas and Paul].	Acts
Joshua 24:12	[While your(Israelites') army was traveling toward those people] I(Yahweh) sent insects/hornets [that stung those people]. Those insects caused [those people to leave that region] [before you(Israelites) arrived at that region]. And those insects/hornets also caused [the two Amorite kings to leave that region].  You(Israelites) did not have to fight those people with your(Israelites') swords and your(Israelites') bows.	Joshua
Genesis 42:13	Then the brothers said, ["We(brothers) are 10 brothers]. We(brothers) have 2 other brothers.  We(brothers) all have the same father. and we(brothers) live in Canaan. Our(brother's) youngest brother is in Canaan with our(brother's) father. and our(brother's) other brother died."	Genesis
Mark 10:27	(paragraph) Jesus looked at those followers/disciples. And Jesus said, ["[People _generic save-A people _reflexive] is not possible]. But [God saves-A people _generic] is possible. God is able [to do all things]."	Mark
Genesis 9:16	[When I(God) see a rainbow] I(God) will remember the covenant [that I(God) made with all things [that live on the earth]]. This covenant will be forever."	Genesis
Mark 14:11	Those priests were glad [when those priests heard [ that (implicit-situational) Judas-Iscariot wanted [to give/betray-A Jesus to those priests]]]. And those priests promised Judas-Iscariot _implicit [that those priests would give money to Judas-Iscariot] [if Judas-Iscariot (implicit-situational) gave/betray-A Jesus to those priests]. So Judas-Iscariot started waiting for a time [so that Judas-Iscariot could give/betray-A Jesus to those priests _implicit].	Mark
1 Samuel 15:17	Samuel said, ["Previously you(Saul) did not think [that you(Saul) were important]]. But you(Saul) became the leader of the tribes of Israel. Yahweh chose/anointed/appointed you(Saul) [to become the king of Israel].	1_Samuel
Matthew 1:24	_paragraph Then Joseph wake-up . And Joseph did the thing [that the servant/angel of the Lord-A commanded [Joseph to do]]. Joseph married Mary .	Matthew
1 Samuel 25:33	I(David) hope [that Yahweh will bless you(Abigail)] [because you(Abigail) are wise]. You(Abigail) prevented  [me(David) from killing certain people today].  So I(David) will not punish those people.	1_Samuel
Acts 15:2	Paul and Barnabas definitely did not agree with the things [that these men were teaching]. And Paul and Barnabas argued with those men about those things [that those men were teaching]. So the group of people [who believe in Jesus] [and who lived in Antioch] sent Paul and Barnabas and some other people [who believe in Jesus] to Jerusalem [in order to talk more about this problem with the apostles and elders [who were in Jerusalem]].	Acts
2 Samuel 15:32	David walked to the top of the mountain. Previously people worshiped God at that place. Hushai [who was an Arkite] was at that place [in order to meet David].  Hushai tore Hushai's robe. And Hushai put dust on Hushai's head.  Hushai (implicit-info) did those things [in order to show people [that Hushai was very sad]].	2_Samuel
Genesis 10:26	Joktan had sons named Almodad, named Sheleph, named Hazarmaveth, and named Jerah.	Genesis
Genesis 7:18	The water became deeper. and the boat floated on the water [that was above the earth].	Genesis
Nehemiah 9:26	But those people did not obey you(Yahweh). Those people refused [to continue obeying your(Yahweh's) laws].  Those people turn-away from your(Yahweh's) law. Those people killed the people [who spoke God's messages to people].  Those people/prophets warned those people [that those people must follow you(Yahweh) again]. And Those people said very bad things about you(Yahweh)/blasphemed.	Nehemiah
Joshua 19:45	The tribe named Dan also owned the towns named Jehud, Bene-Berak, and Gath-Rimmon.	Joshua
2 Samuel 22:17	Yahweh moved Yahweh’s hand from heaven to earth. And Yahweh grabbed me(David).    Yahweh pulled me(David) out of deep water.	2_Samuel
Mark 3:8	Very many people [who came from Jerusalem, Idumea named the region _implicit, places [that were on the other side of the river-Jordan], and places [that were near Tyre named the city _implicit and Sidon named the city _implicit]] heard about the things [that Jesus was doing]. And those people came to Jesus.	Mark
1 Samuel 10:1	(title) Yahweh chooses Saul [to become the king of the Israelites]. Samuel picked up a jar [that contained olive oil]. And Samuel poured the oil on Saul's head. Then Samuel kissed Saul. And Samuel said to Saul, ["God chose you(Saul) [to rule the Israelites]]. The Israelites are God's children. You(Saul) (implicit-info) will save the Israelites from the Israelites' enemies [who are living near the Israelites]. Yahweh will (implicit-info) prove to you(Saul) [that Yahweh chose you(Saul) [to rule the Israelites]].	1_Samuel
Mark 3:33	(paragraph) Then Jesus said to the crowd , ["(rhetorical) Who are my(Jesus's) mother and my(Jesus's) brothers?"] ["(statement) I(Jesus) will tell you(people) about the people [who are my(Jesus's) mother and brothers]"].	Mark
1 Samuel 5:8	So the people [who were living in Ashdod] called all of the rulers of the Philistines. And those people asked those leaders, ["We(people) should do which thing to the Ark-of-the-Covenant of Israel]?" Those leaders answered, ["You(people) (imp) take the Ark-of-the-Covenant to Gath]." So the Philistines took the Ark-of-the-Covenant to Gath.	1_Samuel
2 Samuel 9:1	(title) David helps Saul’s family.  David asked, ["Are Saul’s descendants still alive]? I(David) want [to treat Saul’s descendants kindly][because I(David) loved Saul's son named Jonathan]."	2_Samuel
1 Samuel 25:27	I(Abigail) brought a gift to you(David).  You(David) (imp) please give this gift to the men [who follow you(David)].	1_Samuel
Mark 6:50	For all of those followers/disciples saw Jesus. And those followers/disciples were extremely afraid. (paragraph) But immediately Jesus spoke to those followers/disciples. Jesus said to those followers/disciples, ["You(followers) (imp) be brave!] I(Jesus) am Jesus _implicitNecessary. You(followers) (imp) do not be afraid."	Mark
1 Samuel 16:20	So Jesse put bread, a bag [that contained wine], and a young goat onto the back of a donkey. Then Jesse sent Jesse's son named David and that donkey to Saul.	1_Samuel
1 Samuel 15:34	Then Samuel went to Ramah. But Saul went to Saul's house [that was in Gibeah].	1_Samuel
Joshua 6:24	Then the Israelites burned that city and all of the things [that were in that city]. But the Israelites gave the things [that were made of silver, gold, bronze, and iron] to Yahweh.	Joshua
Matthew 14:16	_paragraph Jesus said to those followers/disciples _implicit, ["These people do not need [to leave this place _implicit]]. You(followers) (imp) _imperativeWithEmphasizedAgent give food _implicitNecessary to these people [so that these people could eat that food _implicit]."	Matthew
Genesis 46:15	Leah birthed sons named Reuben, named Simeon, named Levi, named Judah, named Issachar and named Zebulun for Jacob [while Jacob and Leah lived in northwest Mesopotamia].  Leah also birthed Jacob's daughter named Dinah. Thus 33 people [who were descendants of Jacob and Leah] went to Egypt.	Genesis
Daniel 6:2	King Darius also chose three more officials. These three officials were more important than the other officials. King Darius wanted [these three officials to oversee all the other officials [so that the king would not worry about things]]. Daniel was one of these three officials.	Daniel
Daniel 2:18	Daniel told [these three men to pray to God about this problem]. Daniel also told [these three men to ask [God to protect Daniel and the three men]]. Then the king's guards will not kill Daniel and the three men.	Daniel
Matthew 13:42	Those servants/angels will throw those people into the big container [that contains a very hot fire] _frameInferable. (implicit-situational) That container/furnace is-X hell-A. The people [who are in that place] will cry/weep. And those people will bite/gnash those people's teeth [because (implicit-situational) those people will suffer much].	Matthew
Matthew 13:4	[While that person/farmer was scattering those seeds,] some of those seeds fell on a path. And birds came. And those birds ate those seeds.	Matthew
Mark 1:18	Then Simon and Andrew immediately left-C Simon's and Andrew's nets. And Simon and Andrew followed Jesus.	Mark
Genesis 24:12	Then the servant prayed to Yahweh.  The servant said, ["Yahweh, you(Yahweh) are the God of my(servant's) master named Abraham].  You(Yahweh) (imp) allow [me(servant) to find a wife for Abraham's son today]. Please you(Yahweh) (imp) be kind to my(servant's) master named Abraham.	Genesis
Nehemiah 12:20	Kallai was the leader of Sallu’s family. Eber was the leader of Amok’s family.	Nehemiah
1 Samuel 30:30	And David sent things to the leaders [who were in Hormah, Bor-Ashan, and Athak].	1_Samuel
Nehemiah 7:52	The temple servants were also descendants of  Besai, Meunim, and Nephusim.	Nehemiah
Acts 3:9	Then all the people saw [that man [who was not able [to walk]] walking].  And those people saw [that man praising God].	Acts
1 Samuel 17:26	Then David talked to the men [that were standing near David]. David asked those men, ["What will the king give to the man [who will kill Goliath]]? Goliath laughs at us(Israelites)! But Goliath is a Philistine. No person circumcised Goliath.  Goliath should not laugh at us(Israelites). We(Israelites) are the army of the God [who lives]!"	1_Samuel
Matthew 24:27	For the Son-of-man _1stAs3rd will be seen by all people _implicitActiveAgent [when the Son-of-man _1stAs3rd comes again _implicit to the earth] [just-like lightning [that happens during a storm] is seen by all people _implicitActiveAgent]. [When that lightning comes from the eastern area/region,] that lightning is seen by people _implicitNecessary [who are in the western area/region] .	Matthew
Daniel 9:2	[When Darius had been the king of Babylon for about one year] I(Daniel), Daniel, was studying the holy books. I(Daniel) read about the things [that God had said to Jeremiah [who was a prophet]]. God told Jeremiah [that the Jews will return to Jerusalem after 70 years].	Daniel
2 Samuel 12:12	You(David) secretly sexed Bathsheba. But all of the people [who are living in Israel] will know [that another man sexed your(David's) wives].”"	2_Samuel
Nehemiah 6:5	Then Sanballat sent Sanballat's servant to me(Nehemiah) [in-order-to bring the same message to me(Nehemiah) again]. That servant also brought a letter to me(Nehemiah).  People could read that letter [because Sanballat did not close that letter].	Nehemiah
Mark 3:35	All people [who do _routinely the things [that God wants-A [those people to do]]] be-U my(Jesus's) brother, my(Jesus's) sister, and my(Jesus's) mother ."	Mark
Nehemiah 2:7	I(Nehemiah) also said to the king, ["[If I(Nehemiah) please you(king)] you(king) (imp) please write letters to the rulers [that are on the western side of the Euphrates river]].  I(Nehemiah) will show those letters to those rulers. Then those rulers will protect me(Nehemiah) [while I(Nehemiah) am traveling to Judah]."	Nehemiah
Genesis 35:2	So Jacob said to Jacob's family and to all the people [who were with Jacob], ["(imp) you(people) destroy the idols [that you(people) made]]. Foreigners worship those idols! (imp) you(people) clean yourselves(people). Then (imp) you(people) put on  clean clothes.	Genesis
Matthew 15:36	Then Jesus took the 7 pieces/loaves and the fish _paucal. And [after Jesus thanked God _implicitNecessary for the food _implicit,] Jesus broke the food into pieces _implicit. Jesus gave that food to Jesus's followers/disciples. And those followers/disciples gave that food to the people.	Matthew
Genesis 31:47	Laban and Jacob named that place with a name [that means stones [that will remind us(Laban)]].	Genesis
Mark 10:50	Bartimaeus quickly take-off Bartimaeus's coat. And Bartimaeus quickly stand-up-A . And Bartimaeus came to Jesus.	Mark
Joshua 10:3	So Adoni-Zedek sent messages to Hoham [who was the king of Hebron], Piram [who was the king of Jarmuth], Japhia [who was the king of Lachish], and Debir [who was the king of Eglon]. Adoni-Zedek [who was the king of Jerusalem] begged [those men to help Adoni-Zedek].	Joshua
Genesis 43:9	I(Judah) promise you(Jacob) [that no bad things will happen to Benjamin].  I(Judah) will care for Benjamin. [If I(Judah) do not bring Benjamin to you(Jacob)] [when we(brothers) return to Canaan] you(Jacob) may blame me(Judah).	Genesis
Joshua 19:1	Yahweh (title) gives land to the tribe named Simeon. [After the Israelites used the lots again] Yahweh gave the second region to the tribe named Simeon. Each group of families [that were in that tribe] received land.  That tribe's land was in the region [that the tribe named Judah owned].	Joshua
Genesis 32:13	Then Jacob stayed at that place during the night. And Jacob gathered some animals [in order to give those animals to Esau].	Genesis
Matthew 8:26	(paragraph) Jesus (rhetorical) asked, ["Why are you(followers) afraid?] Jesus (statement) said, ["You(followers) should not be afraid]. (complex) You(followers) do not have much faith. (simple) You(followers) do not believe much in me(Jesus)." Then Jesus get-up. And Jesus spoke/rebuke to the winds and the waves. Then the water became completely calm.	Matthew
Genesis 28:3	I(Isaac) pray to God [that God-Almighty will bless you(Jacob)]. God-Almighty will cause [you(Jacob) to have many children].   The descendants of you(Jacob) will become many nations.	Genesis
Matthew 15:4	For God said through Moses _implicit, ["You(person) (imp) honor your(person's) father and your(person's) mother"]. And God also said through Moses _implicit, ["A person [who says-C evil things-C about that person's father or that person's mother] must be killed by people _implicitActiveAgent"]. (footnote) You(people) (imp) see Exodus 20:12, Deuteronomy 5:16, Exodus 21:17, and Leviticus 20:9.	Matthew
Joshua 12:14	The Israelites defeated the king of Hormah and the king of Arad.	Joshua
Jonah 1:9	Then Jonah answered those men, ["I(Jonah) am a Hebrew]. And I(Jonah) worship Yahweh [, who is the God of heaven]. Yahweh made the sea and the dry land."	Jonah
Matthew 27:53	Those bodies come-out from those holes/tombs. After the time [that Jesus became alive again at] those people went into the special/holy city named Jerusalem _implicit. And those people were seen by many people.	Matthew
Genesis 38:8	Then Judah said to Er's brother named Onan, ["You(Onan) (imp) sex the wife of your(Onan's) brother [who died]].  You(Onan) must have children for your(Onan's) brother."	Genesis
1 Samuel 22:11	Then the king sent a soldier [to bring Ahimelek and all of the men [who were in Ahimelek’s family] to the king].  Ahimelek was the son of Ahitub. Ahimelek and all of the men [who were in Ahimelek’s family] were priests at Nob. So Ahimelek and all of the men [who were in Ahimelek’s family] came to the king.	1_Samuel
Daniel 1:7	The chief official gave new names to these four young men. The chief official named Daniel Belteshazzar. And the chief official named Hananiah Shadrach. And the chief official named Mishael Meshach. And the chief official named Azariah Abednego.	Daniel
Joshua 15:54	And the tribe named Judah owned the towns named Humtah, Kiriath-Arba, and Zior. (People called Kiriath-Arba Hebron.) Therefore the tribe named Judah owned 9 towns [that were in that region].  And the tribe named Judah also owned the fields [that were near those towns].	Joshua
Matthew 21:43	_paragraph (complex) Therefore I(Jesus) tell you(priests) [the kingdom-B of God will not be given by God _implicitActiveAgent to you(priests)]. (simple) Therefore I(Jesus) tell you(priests) [God will not accept you(priests)]. (complex) (literal) Instead, the kingdom-B of God will be given by God _implicitActiveAgent to people [who will produce-A fruit [that belongs to the kingdom]]. (complex) (dynamic) Instead, the kingdom-B of God will be given by God _implicitActiveAgent to people [who live like people [who belong to God]]. (simple) (literal) Instead, God will accept the people [who will produce-A fruit [that belong to God]]. (simple) (dynamic) Instead, God will accept the people [who live like people [who belong to God]].	Matthew
Joshua 8:21	Joshua and all of Joshua's soldiers turned around [because Joshua and all of Joshua's soldiers saw [smoke rising from the city]]. So Joshua and all of Joshua's soldiers stopped running. And Joshua and all of Joshua's soldiers started fighting the soldiers [that were from Ai].	Joshua
Daniel 1:2	God allowed [Nebuchadnezzar to capture Jehoiakim and many Jews]. God also allowed [Nebuchadnezzar to take some holy things from the temple [that was in Jerusalem]]. Nebuchadnezzar took many Jews and these holy things to Babylon. Then Nebuchadnezzar put the holy things in the temple of Nebuchadnezzar's god.	Daniel
Matthew 6:19	(title) Jesus talks about treasures. (paragraph) You(people) (imp) do not store treasures on earth for yourselves(people) _reflexive . For on earth there are insects/moths [that might destroy those treasures _implicit]. And there is rust [that might destroy those treasures _implicit]. And there are thieves [who might enter your(people's) house _implicit [in order to steal those treasures _implicit]].	Matthew
Genesis 29:24	Laban also gave Laban's female slave named Zilpah to Leah.	Genesis
1 Samuel 19:18	[After David escaped from Saul] David went to Samuel [who was at Ramah]. David told Samuel [that Saul tried [to kill David]]. Then David and Samuel went to a place named Naioth. And David and Samuel stayed at that place.	1_Samuel
Acts 21:6	Then we(Christians) goodbyed each-other(Christians). And we(disciples) entered that ship. But the people [who believe in Jesus] [and who live in Tyre] returned to the people's [who believe in Jesus] homes.	Acts
Joshua 10:24	Those soldiers brought those five kings to Joshua. Then Joshua called all of the men of Israel to that place.  Then Joshua said to the leaders of Joshua's army, ["(imp) You(soldiers) come to this place!]  And (imp) you(soldiers) put your(soldiers') feet on the necks of these kings." So the leaders went to the kings. And the leaders put the leaders' feet on the king's necks.	Joshua
